id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39989059,Exquisite Homely Abode,308325854,Sylvester,,Waverley West,49.78486,-97.1867,Entire home/apt,109,5,9,2020-11-01,0.27,1,164,0,
40028073,Warm bedroom,42343280,Kin Keung,,Waverley West,49.78691,-97.20956,Private room,45,1,0,,,1,177,0,
40089718,Sleek 1BR|Gym+Rooftop|Downtown MTS Centre Exchange,313682239,E.Q,,Fort Rouge - East Fort Garry,49.8937,-97.1415,Entire home/apt,85,2,87,2022-12-01,2.48,12,177,40,
40330257,Home away from home - 6 bedroom fantastic bungalow,273419083,Elizabeth,,Waverley West,49.80634,-97.16308,Entire home/apt,226,2,71,2022-11-28,1.96,4,339,27,
40405521,🏠 Your Home Away From Home -  1BDRM ✈️,309608502,David,,St. James,49.88771,-97.21431,Entire home/apt,53,1,54,2022-10-22,1.5,1,275,22,
40507724,(210) 2 Bdr | Hidden Gem | Osborne Village +Parking | 30 Day Minimum (369),114498849,Nest Host,,Fort Rouge - East Fort Garry,49.8801,-97.14244,Entire home/apt,83,30,34,2022-12-09,0.95,82,339,1,
40509232,(205) 2 Bdr | Priv Entrance | Free Parking | South Wpg (325),114498849,Nest Host,,Waverley West,49.79298,-97.19497,Entire home/apt,92,7,48,2022-11-27,1.33,82,83,7,
40509548,"2 bedroom bungalow in Transcona, close to CN rail",313473078,Marty,,Transcona,49.90886,-97.0025,Entire home/apt,80,2,30,2022-02-18,0.83,1,0,4,
40511182,Rare 2BR|Gym+Patio|King Bed|Downtown MTS Centre,313682239,E.Q,,Fort Rouge - East Fort Garry,49.89322,-97.14314,Entire home/apt,106,2,67,2022-11-27,1.88,12,262,37,
40516102,"Central, quiet, attractive - Suite in St. Boniface",44203845,Kat,,St. Boniface,49.89371,-97.12412,Entire home/apt,70,2,21,2022-04-27,0.59,1,247,5,
40579627,Osborne Village Charmer,314438876,Larry,,Fort Rouge - East Fort Garry,49.87558,-97.14806,Entire home/apt,155,3,18,2022-12-12,0.5,1,350,6,
40594441,Studio Retreat in Lush Suburban Food Forest!,170655363,Vera,,Charleswood - Tuxedo - Westwood,49.83509,-97.25512,Private room,100,14,0,,,1,363,0,
40659619,"1 - Simple, rustic, private apt. for 1-3 ppl",292961388,M.,,Mynarski,49.91667,-97.13386,Entire home/apt,82,1,53,2022-11-29,1.45,2,14,6,
40758428,High Rise Condo| 2 BDRM | Modern | King Bed!,74203278,Roam,,Daniel McIntyre,49.89495,-97.14381,Entire home/apt,81,1,103,2022-11-29,3.1,40,123,49,
41034780,Corporate Stays | LXTX | Modern and stylish 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.8447,-97.22543,Entire home/apt,170,20,5,2022-05-18,0.14,46,178,3,
41034920,Corporate Stays | LXTX | Stylish 2BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84598,-97.22587,Entire home/apt,210,20,1,2022-10-23,0.55,46,0,1,
41035096,Corporate Stays | The Spot | Open & bright 2BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.8458,-97.22444,Entire home/apt,190,20,1,2020-03-08,0.03,46,0,0,
41107902,•InstaWorthy Views |Modern Building|+Ace Location•,74203278,Roam,,Daniel McIntyre,49.89351,-97.14408,Entire home/apt,83,2,90,2022-11-06,2.54,40,32,26,
41152952,(1408) Modern & Spacious | 2 Bed+2 Bath | DT + Parking|311,114498849,Nest Host,,Daniel McIntyre,49.89472,-97.14585,Entire home/apt,109,2,86,2022-11-21,2.39,82,358,12,
41207934,Cozy condo in the heart of downtown Winnipeg,107713561,Vern,,Fort Rouge - East Fort Garry,49.88629,-97.14375,Entire home/apt,75,5,37,2022-12-05,1.06,1,105,24,
41266813,Corporate Stays | LXTX | Modern 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84584,-97.22758,Entire home/apt,170,20,6,2022-04-20,0.17,46,40,1,
41297926,Great place for you and your family to relax,26512800,Mobi,,St. Vital,49.83926,-97.10104,Private room,122,1,6,2020-07-24,0.17,1,349,0,
41508433,Cozy Room 12mins From Airport 5mins Garden City,184981743,Loida And Alan,,Point Douglas,49.92732,-97.17252,Private room,45,1,70,2022-12-12,1.97,3,14,20,
41577441,"Modern house, Close to All Amenities in South WPG",77723885,Helena,,Waverley West,49.78748,-97.1944,Entire home/apt,207,3,15,2022-11-05,0.47,3,135,13,
41622111,(1606) Clean | 1 Bdr | Downtown|311,114498849,Nest Host,,Daniel McIntyre,49.89328,-97.1459,Entire home/apt,85,3,31,2022-09-04,0.89,82,296,12,
41649075,Corporate Stays | LXTX | Cozy 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84571,-97.22543,Entire home/apt,170,20,0,,,46,40,0,
41690415,"Cozy Studio, Central Location!",329107669,Navneet,,Daniel McIntyre,49.89241,-97.17578,Entire home/apt,69,2,30,2022-11-07,0.87,1,239,4,
41740368,Apartment & private deck,209796774,Ady,,Mynarski,49.91056,-97.1284,Entire home/apt,59,1,66,2022-08-01,1.88,4,86,12,
41751443,Cozy Private Basement Suite - South Winnipeg,145038915,Idowu,,St. Boniface,49.83003,-97.05323,Private room,60,1,1,2020-03-18,0.03,1,90,0,
41814035,Corporate Stays | LXTX | Stunning 2BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84437,-97.22729,Entire home/apt,165,20,0,,,46,0,0,
41882881,Modern Central St Boniface Suite,178683307,Casey,,St. Boniface,49.88722,-97.11809,Entire home/apt,72,3,40,2022-11-15,1.16,4,294,13,
41887713,"Great pricing, great location, beautiful apartment",138250073,Karen,,Fort Rouge - East Fort Garry,49.85798,-97.15298,Entire home/apt,48,90,1,2020-02-17,0.03,1,171,0,
41904324,NY in Wpg - Incredible warehouse loft - 13’ ceils,19308657,Jordan,,Point Douglas,49.89862,-97.14329,Entire home/apt,99,1,70,2022-06-13,2,1,0,55,
41934128,Corporate Stays | LXTX | Modern 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84453,-97.22685,Entire home/apt,110,20,1,2020-02-17,0.03,46,88,0,
41934287,Corporate Stays | LXTX | Modern 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84537,-97.2272,Entire home/apt,110,20,1,2021-09-18,0.07,46,72,0,
42198973,Corporate Stays | LXTX | Cozy 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84453,-97.2269,Entire home/apt,85,20,1,2021-05-04,0.05,46,87,0,
42199225,Corporate Stays | LXTX | Modern 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84593,-97.22533,Entire home/apt,105,20,1,2021-05-16,0.05,46,0,0,
42200274,Corporate Stays | LXTX | Modern 1BR,38459934,Corporate Stays,,Charleswood - Tuxedo - Westwood,49.84456,-97.22675,Entire home/apt,105,20,1,2020-02-29,0.03,46,0,0,
42259192,Quiet and Relaxing,137416520,Mary Jay,,Transcona,49.90657,-97.04304,Private room,55,1,99,2022-11-26,2.87,2,349,10,
42299084,Private Room,336207432,Sumbal,,Waverley West,49.78828,-97.17357,Private room,80,1,0,,,1,179,0,
42365140,Private Basement Room & Bathroom + Kitchenette,336992214,Kirill,,St. James,49.89439,-97.30755,Private room,45,1,185,2022-12-13,5.52,1,6,88,
42408782,Converted Loft | Hi-End | 2 Bdr | Exchange District l Market Ave (139-411),114498849,Nest Host,,Point Douglas,49.89785,-97.1361,Entire home/apt,91,5,94,2022-12-09,2.77,82,353,36,
42486260,Winnipeg DreamLoft w/ Cozy Bed+SuperClean!,74203278,Roam,,Point Douglas,49.89923,-97.13671,Entire home/apt,80,2,69,2022-11-25,2.04,40,153,26,
42621091,10 MINS OR LESS TO AIRPORT/MALL/CONVENTION/MTS/BUS,325617908,Ashley,,Daniel McIntyre,49.89837,-97.1762,Entire home/apt,63,2,34,2022-11-30,1,1,180,10,
42646643,OUTDOOR POOL+HOTTUB+SLEEP 5+BD3,110192366,Stay549,,Charleswood - Tuxedo - Westwood,49.85559,-97.27622,Private room,90,1,42,2022-10-30,2.26,6,252,22,
42813425,Cozy private guest suite 1 room  PanAm Grant Park,340995231,Alex,,River Heights - Fort Garry,49.85904,-97.15915,Entire home/apt,71,6,5,2020-11-11,0.16,1,246,0,
42865358,Beautiful 1 bedroom Sage Creek,227056866,Jinny,,St. Vital,49.83088,-97.04532,Private room,120,1,0,,,1,365,0,
42929815,The guest expertise,254141373,Jasmeet,,Charleswood - Tuxedo - Westwood,49.84023,-97.31048,Private room,32,1,0,,,1,346,0,
42943055,Bright South Winnipeg private room near Downtown,95312694,Azeez,,River Heights - Fort Garry,49.83997,-97.15559,Private room,45,2,20,2022-10-26,0.6,1,168,9,
42944185,Cozy 2 bedroom basement suite,341920704,Sylvester,,St. Vital,49.82454,-97.05606,Entire home/apt,90,2,24,2022-09-30,1.12,3,180,15,
42965487,"Cozy & Quiet Lower level suite, Private Entrance",27379047,Dorothy,,Elmwood - East Kildonan,49.92108,-97.10765,Entire home/apt,77,1,135,2022-11-24,4.42,1,255,55,
43224355,Inviting Downtown Studio in Winnipeg,184170702,Janice,,Fort Rouge - East Fort Garry,49.88924,-97.14048,Entire home/apt,68,5,56,2022-12-01,1.79,15,218,15,
43268099,Welcoming Downtown Studio in Winnipeg,184170702,Janice,,Fort Rouge - East Fort Garry,49.88834,-97.13961,Entire home/apt,67,5,38,2022-09-06,1.21,15,0,12,
43337308,Fully renovated one bedroom home.,109475944,Marc,,Charleswood - Tuxedo - Westwood,49.87688,-97.28175,Entire home/apt,46,30,2,2022-09-17,0.35,1,323,2,
43451577,(1309) 2 bdr Luxury Suite | Downtown Wpg |311,114498849,Nest Host,,Daniel McIntyre,49.89491,-97.14386,Entire home/apt,98,2,26,2022-10-09,0.88,82,359,7,
43489001,2 Bdr | Warehouse Loft | Exchange District l Market Avenue(139-209),114498849,Nest Host,,Point Douglas,49.89799,-97.13656,Entire home/apt,74,3,34,2022-08-19,1.1,82,365,12,
43536646,Great Townhouse 4 bed/2 bath free parking & wiffi,294422265,Susana,,Point Douglas,49.90787,-97.1598,Entire home/apt,99,2,45,2022-11-21,1.58,1,357,18,
43545258,(A) 2 Bdr| Mature Neighbourhood| Easy Parking (926),114498849,Nest Host,,River Heights - Fort Garry,49.85927,-97.15749,Entire home/apt,103,5,50,2022-11-27,1.61,82,350,19,
43554040,Heaven,225427538,Ranjit,,Old Kildonan,49.96521,-97.1638,Private room,50,1,0,,,1,10,0,
43644307,Comfy Room 12mins from Airport 11mins Polo Park,184981743,Loida And Alan,,Point Douglas,49.92636,-97.17248,Private room,45,1,64,2022-11-20,2.1,3,16,21,
43714385,NEW! 20th Floor 2 BDRM! Remarkable Views + Gym,74203278,Roam,,Daniel McIntyre,49.89366,-97.14392,Entire home/apt,108,2,135,2022-12-01,4.47,40,74,48,
43735673,"Private basement suite, free parking and WiFi.",348144031,Sheriff,,Elmwood - East Kildonan,49.91813,-97.09445,Private room,43,1,110,2022-11-16,3.65,1,345,77,
43870008,"River Heights house - 3 Bed, 2 Bath,large yard",30874680,Doug,,River Heights - Fort Garry,49.86976,-97.19488,Entire home/apt,100,10,18,2022-10-12,0.62,1,215,8,
43876243,St. Boniface Gem - Newly renovated,71727619,Tara,,St. Boniface,49.89597,-97.11917,Entire home/apt,76,1,102,2022-11-26,3.44,1,167,37,
43922294,Blessed Home,348090267,Chuks,,Waverley West,49.77207,-97.17899,Entire home/apt,100,2,0,,,3,88,0,
43928834,Blessed Home - Bedroom 1,348090267,Chuks,,Waverley West,49.77282,-97.1807,Private room,50,2,0,,,3,90,0,
43931307,3 bedroom Westwood gem for your family stay,57247765,Catherine,,Charleswood - Tuxedo - Westwood,49.87965,-97.29069,Entire home/apt,70,60,2,2022-09-21,0.13,1,362,1,
43946934,Gorgeous Views-Corner Unit: 2BDRM(24/7Parking+Gym),74203278,Roam,,Daniel McIntyre,49.89334,-97.14585,Entire home/apt,115,1,213,2022-12-12,7.12,40,98,102,
44022737,A feel of home in quiet and beautiful house,146678771,Motunrayo,,St. Norbert - Seine River,49.8089,-97.10842,Private room,55,2,0,,,1,349,0,
44046663,"1150 square feet Of modern, open style condo",139114267,Marco,,Charleswood - Tuxedo - Westwood,49.853,-97.21674,Entire home/apt,99,1,76,2022-11-27,2.62,1,307,19,
44047647,OUTDOOR POOL+HOTTUB +DBL+WIFI+TV BD2,110192366,Stay549,,Charleswood - Tuxedo - Westwood,49.85574,-97.2756,Private room,59,1,30,2022-11-16,1.69,6,238,14,
44120967,"Cute, warm, cozy home in the south of Winnipeg.",50697287,Amos,,Waverley West,49.77261,-97.17948,Entire home/apt,80,7,25,2022-04-23,0.85,2,315,3,
44138129,High Ceiling Loft in The Exchange + 24/7 Parking,74203278,Roam,,Point Douglas,49.8967,-97.13595,Entire home/apt,88,2,38,2022-11-28,1.39,40,80,27,
44138622,Ultra Modern Condo/ 2 Bedroom (24/7 Parking+ Gym),74203278,Roam,,Daniel McIntyre,49.89436,-97.1457,Entire home/apt,106,2,88,2022-11-30,3.37,40,0,50,
44139423,Luxury skyline condo in downtown FREE 24/7 parking,273419083,Elizabeth,,Daniel McIntyre,49.89467,-97.14449,Entire home/apt,135,2,50,2022-11-27,1.69,4,326,8,
44155050,Gracie's Room + Mini-Kitchenette,31620704,Jill & Noreen,,Daniel McIntyre,49.88222,-97.16427,Private room,45,1,25,2022-12-08,3.29,3,311,25,
44195384,Lovely 1-bedroom Condo,152349711,Chad,,Charleswood - Tuxedo - Westwood,49.8669,-97.25924,Entire home/apt,87,4,1,2022-10-23,0.55,1,296,1,
44210333,Inspired Spaces Cozy Bungalow!,298357507,Kevin,,St. Vital,49.82949,-97.12389,Entire home/apt,139,3,27,2022-10-23,0.97,4,198,17,
44394749,Luxury! Home away from home with separate entrance,358251915,Christiana,,St. Vital,49.82256,-97.06561,Entire home/apt,85,1,54,2022-11-30,2.56,3,343,20,
44394773,Cozy suite in Central St Boniface,178683307,Casey,,St. Boniface,49.88574,-97.11716,Entire home/apt,72,3,31,2022-10-19,1.1,4,331,9,
44395116,Amazing 2 bedroom basement with separate entrance,358251915,Christiana,,St. Vital,49.82355,-97.06316,Entire home/apt,95,1,64,2022-12-09,2.34,3,343,37,
44475856,"2BDR private, pretty & cozy place. U'll just ❤ it",359352320,Temmie,,Waverley West,49.78763,-97.19729,Entire home/apt,91,5,28,2022-12-01,1.02,1,365,10,
44505400,Blessed Home - Bedroom 2,348090267,Chuks,,Waverley West,49.77347,-97.18072,Private room,50,2,0,,,3,8,0,
44631597,Serene 2 bedroom condo with balcony and lakeview,273419083,Elizabeth,,Waverley West,49.792027,-97.196442,Entire home/apt,125,2,23,2022-08-26,1.31,4,355,10,
44631599,"Cozy Skyline Entire Condo in Downtown, Across MTS",273419083,Elizabeth,,Daniel McIntyre,49.89455,-97.14393,Entire home/apt,115,2,27,2022-11-23,0.99,4,329,14,
44873269,Your second home near the U of M,135314777,James,,St. Norbert - Seine River,49.7991,-97.13679,Private room,79,1,1,2020-09-06,0.04,2,89,0,
44964399,Gorgeous New Bridgwater Townhome with a View,179270530,Kokeb,,Waverley West,49.78325,-97.2041,Entire home/apt,283,1,25,2022-04-30,1.05,1,57,8,
45059254,Downtown Transcona Gem #2,141801009,Criselda,,Transcona,49.89499,-96.99348,Private room,50,2,16,2022-10-31,0.58,3,300,5,
45221639,La Hacienda 2 Bedroom Suite,56931981,Wally,,Transcona,49.89654,-97.02473,Entire home/apt,94,2,17,2022-10-23,0.69,1,364,7,
45270096,(B)Cozy 2 Bdr w/ Priv. Entrance | Mature Area | Easy Parking(910),114498849,Nest Host,,Fort Rouge - East Fort Garry,49.86478,-97.1584,Entire home/apt,97,2,32,2022-10-24,1.18,82,0,16,
45285966,(B.1) Charming 1BR/1BA-Central&Close to HSC,365974118,Elyse,,Point Douglas,49.90527725,-97.16368866,Entire home/apt,67,3,37,2022-10-10,1.41,25,143,15,
45304203,☆NEW Designer Flat in Heart of the Village w/PRKG✔,134777230,Julia,,Fort Rouge - East Fort Garry,49.88038,-97.14237,Entire home/apt,108,3,19,2022-10-09,0.7,18,171,10,
45325730,❤️ Hawaii-Peg ❤️ Designer House. 4 Bdrm & 4 Beds.,105884901,Stas,,Elmwood - East Kildonan,49.91051,-97.1153,Entire home/apt,237,3,123,2022-10-29,4.49,4,357,68,
45332502,Glenview's Best Basement,27563486,Luisa & Jayme,,St. Vital,49.84758,-97.11699,Private room,49,5,20,2022-10-31,0.74,1,56,7,
45369477,Loft Penthouse/2 BDRM/🔝 Floor+24/7 Heated Parking,74203278,Roam,,Point Douglas,49.89863,-97.136,Entire home/apt,126,4,45,2022-12-05,1.64,40,59,11,
45399317,2019 Ice Castle Trailer,304206352,Carly,,Point Douglas,49.89415,-97.1387,Entire home/apt,300,2,0,,,1,364,0,
45425951,Beautiful! Home away from home with all comforts,358251915,Christiana,,St. Vital,49.82311,-97.06381,Entire home/apt,70,1,153,2022-12-11,5.69,3,343,107,
45465980,"Homey,  Spacious and Spotless Suite",367842552,Abdul,,Elmwood - East Kildonan,49.91328,-97.10139,Entire home/apt,70,3,47,2022-10-10,1.74,1,338,13,
45479159,Adorable Bungalow in family friendly neighbourhhod,210203810,Andrew,,River Heights - Fort Garry,49.86373,-97.19291,Entire home/apt,125,6,31,2022-10-10,1.18,1,155,15,
45502500,Cozy & Friendly Stay with Others,8145510,Ruth,,Fort Rouge - East Fort Garry,49.8594,-97.15343,Private room,32,3,23,2022-07-03,0.87,5,348,7,
45596095,SKYLOFT CONDOMINIUM DOWNTOWN// 19TH FLOOR,358040596,Michael,,Daniel McIntyre,49.89401,-97.14475,Entire home/apt,160,1,178,2022-11-28,7.5,1,356,94,
45688454,Cozy & Friendly Home,8145510,Ruth,,Fort Rouge - East Fort Garry,49.86074,-97.15489,Private room,32,3,13,2022-11-04,0.77,5,353,9,
45719074,Cozy Cove,370562798,Dave & Vicky,,St. Vital,49.82207,-97.05393,Entire home/apt,72,2,54,2022-10-14,2.03,1,1,21,
45724869,2 BDR | Yellow & Cozy| 2 | Osborne Village,41109580,Ritz,,Fort Rouge - East Fort Garry,49.87945,-97.1394,Entire home/apt,95,1,35,2022-10-31,1.32,5,355,16,
45752720,Beautiful Fully Furnished Condo in Osborne Village,18807536,Margherita,,Fort Rouge - East Fort Garry,49.87783,-97.14532,Entire home/apt,99,5,14,2022-09-12,0.54,1,43,9,
45757303,Cozy 1 Bedroom Basement Suite,14735297,Eunice,,Waverley West,49.77202,-97.17898,Entire home/apt,60,3,39,2022-12-12,1.51,1,345,35,
45784569,Good environment and Reliable  means of transport,83528418,Mary,,Waverley West,49.80933,-97.15837,Private room,45,2,12,2022-10-21,0.48,2,318,7,
45786198,(2001) Impressive Luxury Suite | Downtown + Parking |(311),114498849,Nest Host,,Fort Rouge - East Fort Garry,49.89326,-97.14402,Entire home/apt,88,2,55,2022-10-31,2.08,82,348,23,
45814092,Excellent Location | Exchange District + Parking l Market Avenue(139-307),114498849,Nest Host,,Point Douglas,49.89945,-97.13489,Entire home/apt,88,2,24,2022-11-20,0.91,82,351,19,
45817846,(B.2) Welcoming Bachelor/1BA Steps Away from HSC,365974118,Elyse,,Point Douglas,49.90639,-97.16474,Entire home/apt,70,3,43,2022-11-27,1.66,25,143,17,
45831138,Academy/Wellington 6 beds/2 bath/parking/bigTV’s,69578822,MM Properties Wpg,,River Heights - Fort Garry,49.87556,-97.16514,Entire home/apt,238,4,23,2022-11-30,0.87,4,346,13,
45832398,Jennifer’s YELLOW Door Bed and breakfast,62234439,Jennifer,,Mynarski,49.93666,-97.12424,Entire home/apt,100,3,30,2022-11-18,1.16,4,346,14,
45844292,2 bedroom condo by St Boniface Hospital,124913178,Nardia,,St. Boniface,49.88192,-97.12017,Entire home/apt,60,30,8,2022-08-09,0.33,7,229,3,
45859708,Modern & Cozy Basement Suite W/Dedicated Entrance,263787117,Alex,,Waverley West,49.79383,-97.19951,Entire home/apt,69,1,35,2021-08-01,1.33,1,105,0,
45959808,Warm Downtown Studio Unit in Winnipeg,184170702,Janice,,Fort Rouge - East Fort Garry,49.88799,-97.13878,Entire home/apt,67,5,31,2022-11-15,1.3,15,0,13,
45991205,Simple Downtown Studio in Winnipeg,184170702,Janice,,Fort Rouge - East Fort Garry,49.88946,-97.13906,Entire home/apt,60,5,41,2022-10-23,1.61,15,313,21,
46086014,Corporate Stays | Stradbrook | Gorgeous Jr. 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,0,,,46,70,0,
46087553,Corporate Stays | Stradbrook | Beautiful 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,0,,,46,54,0,
46105024,Modern 5brm 2bth quiet area close to downtown,25149836,Ben & Paige,,Mynarski,49.90421,-97.11818,Entire home/apt,349,5,4,2022-12-02,0.19,3,342,2,
46138268,Corporate Stays | Stradbrook | Bright 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88066,-97.13543,Entire home/apt,150,20,0,,,46,0,0,
46138513,Corporate Stays | Stradbrook | Trendy Jr. 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88068,-97.13427,Entire home/apt,160,20,0,,,46,88,0,
46138694,Corporate Stays | Stradbrook | Stunning 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,1,2021-10-03,0.07,46,100,0,
46138847,Corporate Stays | Stradbrook | Wonderful Studio,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,5,2022-05-01,0.26,46,79,1,
46138978,Corporate Stays | Stradbrook | Dashing Jr. 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88148,-97.13422,Entire home/apt,112,20,0,,,46,88,0,
46139114,Corporate Stays | Stradbrook | Amazing 1 br!,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,1,2021-08-30,0.06,46,243,0,
46143194,☀️BRIGHT☀️LARGE 2 BDRM CONDO IN SOUTH WINNIPEG,250960597,Chris & Courtney,,Waverley West,49.80685,-97.17594,Entire home/apt,105,21,35,2022-10-12,1.38,7,158,9,
46181458,Cozy room steps from Downtown/entertainment hub,61952268,Adesuwa,,Fort Rouge - East Fort Garry,49.87683,-97.15176,Private room,35,3,38,2022-11-17,1.47,1,257,16,
46218212,Modern Studio in the heart of Osborne Village,371072492,Yuliya,,Fort Rouge - East Fort Garry,49.88045,-97.14292,Entire home/apt,71,1,122,2022-11-25,4.8,2,178,55,
46236119,☆Designer 2 Bedroom Townhouse in Corydon Village,134777230,Julia,,Fort Rouge - East Fort Garry,49.86989,-97.15011,Entire home/apt,156,4,15,2022-12-01,0.6,18,180,12,
46241895,Corporate Stays | Stradbrook | BRAND NEW Jr. 1BR!!,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,160,20,1,2022-04-30,0.13,46,87,1,
46242009,Corporate Stays | Stradbrook | Wonderful Jr. 1BR!,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,160,20,0,,,46,88,0,
46242337,Corporate Stays | Stradbrook | Modern 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,0,,,46,74,0,
46242452,Corporate Stays | Stradbrook | Downtown 1BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88041,-97.13568,Entire home/apt,150,20,0,,,46,17,0,
46242701,Corporate Stays | Stradbrook | 1BR Great Location,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88081,-97.1343,Entire home/apt,150,20,1,2022-03-31,0.11,46,78,1,
46242809,Corporate Stays | Stradbrook | New 1 BR Apartment,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,150,20,0,,,46,69,0,
46258496,1 BDR | Blue & Cozy | 4 | Osborne Village,41109580,Ritz,,Fort Rouge - East Fort Garry,49.87815,-97.13911,Entire home/apt,69,1,80,2022-12-01,3.18,5,354,53,
46313962,新房门口公园独立屋,374493257,Lianlong,,Waverley West,49.78656,-97.20756,Private room,80,1,0,,,2,364,0,
46314723,公园新独立屋,374493257,Lianlong,,Waverley West,49.78543,-97.20749,Private room,50,2,0,,,2,363,0,
46412956,Corporate Stays | Stradbrook | Brand new 2BR,38459934,Corporate Stays,,Fort Rouge - East Fort Garry,49.88125,-97.13503,Entire home/apt,140,20,1,2021-02-02,0.04,46,88,0,
46437917,Private room near Winnipeg,375702956,Nazima,,River Heights - Fort Garry,49.87315,-97.17001,Private room,550,1,0,,,1,365,0,
46449866,luxury suite with private bathroom,251853488,Cindy,,Fort Rouge - East Fort Garry,49.86123,-97.14282,Private room,84,1,7,2021-03-28,0.3,2,365,0,
46509260,"2 bed, 2 bath Luxury suite available today! 113",375945409,David Jeffrey,,St. Vital,49.82322,-97.06243,Entire home/apt,100,1,28,2022-09-09,1.15,7,355,5,
46509549,"1 bed, 1 bath Luxury suite available today! 115",375945409,David Jeffrey,,St. Vital,49.82217,-97.06176,Entire home/apt,90,1,34,2022-10-17,1.37,7,361,7,
46566517,(B.3) Beautiful 1BD/1BTH*Sleeps 4*Steps From HSC,365974118,Elyse,,Point Douglas,49.90527725,-97.16368866,Entire home/apt,69,3,41,2022-11-21,1.65,25,143,20,
46586477,Comfortable 1 bedroom  Basement. All comfort needs,374292404,Samuel,,St. James,49.88152,-97.2023,Entire home/apt,65,2,16,2022-12-12,0.7,6,330,11,
46627748,Quiet and comfortable Basement Suite Airport area,374292404,Samuel,,St. James,49.88082,-97.20588,Entire home/apt,55,3,17,2022-11-30,0.68,6,341,9,
46792731,"room in South Pointe, near UofM, Grocery, Downtown",372801588,Truong,,Waverley West,49.77493,-97.18488,Private room,60,2,0,,,1,90,0,
46802635,2 BDR | Beige & Cozy| 12 | Osborne Village,41109580,Ritz,,Fort Rouge - East Fort Garry,49.87808,-97.13876,Entire home/apt,110,1,35,2022-10-23,1.42,5,358,7,
46930773,1 BDR | Yellow & Cozy| 2 | Osborne Village,41109580,Ritz,,Fort Rouge - East Fort Garry,49.87965,-97.13932,Entire home/apt,73,1,56,2022-11-20,2.31,5,355,27,
47002093,New 2 bedroom suite with private entrance,301681807,Olu,,Waverley West,49.77811,-97.2,Entire home/apt,85,1,43,2022-10-29,1.98,3,81,25,
47005037,Separate entrance basement room/wifi/shared spaces,301681807,Olu,,Waverley West,49.77795,-97.20017,Private room,42,1,150,2022-11-27,6.16,3,81,51,
47013683,Private room with Separate entrance. Shared space.,301681807,Olu,,Waverley West,49.77718,-97.2,Private room,42,1,110,2022-11-05,4.51,3,175,44,
47056875,Historical Winnipeg in the Perfect Location,138970567,Musette,,St. Boniface,49.88698,-97.12124,Entire home/apt,295,3,12,2022-10-12,1.22,2,251,12,
47076317,You’re here. You’re home. You’re happy.,165704595,Emmanuel,,St. Vital,49.82474,-97.05557,Entire home/apt,65,2,52,2022-12-14,2.19,1,168,42,
47098041,Room in Osborne village,66841218,Saad,,Fort Rouge - East Fort Garry,49.87893,-97.14239,Private room,60,1,0,,,1,364,0,
47182082,Executive Bridgwater | 1300 sqft•Modern•2BR 2BTH,368562151,Branden,,Waverley West,49.80024,-97.18357,Entire home/apt,91,2,41,2022-09-28,1.8,6,323,38,
47287832,Whole Suite 10mins to Airport 11mins to Downtown,184981743,Loida And Alan,,Point Douglas,49.92575,-97.17129,Entire home/apt,90,1,27,2022-10-19,1.19,3,14,14,
